\\Yearly HOEP OR Predispatch Report,,,,,,,,
\\Created at 2020-01-31 08:02:14,,,,,,,,
\\For 2019,,,,,,,,
Date,Hour,HOEP,Hour 1 Predispatch,Hour 2 Predispatch,Hour 3 Predispatch,OR 10 Min Sync,OR 10 Min non-sync,OR 30 Min
2019-04-17,4,14.34,23.99,23.99,23.99,1.29,0.20,0.20
2019-04-17,5,6.50,23.99,23.99,23.99,1.00,0.20,0.20
2019-04-17,6,4.28,59.05,58.79,44.07,6.28,6.28,6.28
2019-04-17,7,5.80,80.00,95.00,80.95,30.00,30.00,30.00
2019-04-17,8,5.40,59.58,59.58,82.40,30.10,30.10,30.00
2019-04-17,9,6.50,23.99,23.99,21.00,39.26,39.26,39.16
2019-04-17,10,3.67,14.32,14.38,14.39,21.60,21.60,9.81
2019-04-17,11,0.00,14.40,14.39,14.37,20.52,0.43,0.43
2019-04-17,12,0.00,5.96,15.00,14.39,4.75,0.43,0.43
2019-04-17,13,0.00,5.96,14.27,14.39,1.75,0.45,0.45
2019-04-17,14,0.00,14.33,14.12,14.31,1.74,0.28,0.28
2019-04-17,15,0.00,5.72,14.32,8.00,1.74,0.28,0.28
2019-04-17,16,0.00,5.85,5.85,14.33,1.74,0.28,0.28
2019-04-17,17,0.00,14.32,14.31,6.12,1.75,0.28,0.28
2019-04-17,18,0.00,14.37,14.39,13.56,20.52,0.45,0.45
2019-04-17,19,4.66,19.00,19.00,21.00,20.52,4.75,4.75
2019-04-17,20,5.82,19.00,19.00,19.00,28.49,28.49,21.15
2019-04-17,21,4.14,14.30,14.33,6.48,19.41,19.41,19.41
2019-04-17,22,0.00,1.13,2.09,5.66,1.44,0.29,0.29
2019-04-17,23,0.00,0.00,0.00,0.00,1.09,0.20,0.20
2019-04-17,24,0.00,0.00,0.00,0.00,1.09,0.20,0.20
2019-04-18,1,0.00,0.00,0.00,0.00,1.00,0.20,0.20
2019-04-18,2,-0.08,0.00,0.00,0.00,1.00,0.20,0.20
2019-04-18,3,-0.08,0.00,0.00,0.00,0.77,0.20,0.20
2019-04-18,4,-0.05,0.00,0.00,0.00,0.67,0.20,0.20
2019-04-18,5,0.00,0.00,0.00,0.00,0.66,0.20,0.20
2019-04-18,6,0.39,5.94,5.88,5.88,1.45,0.45,0.45
2019-04-18,7,0.00,5.57,5.66,5.64,17.10,0.45,0.45
2019-04-18,8,0.00,0.00,0.00,0.00,20.52,4.75,4.75
2019-04-18,9,0.00,0.00,0.00,0.00,14.68,14.68,14.68
2019-04-18,10,0.00,0.00,0.00,0.00,20.55,20.55,20.55
2019-04-18,11,0.00,0.00,0.00,0.00,1.78,1.78,1.78
2019-04-18,12,0.00,0.00,0.00,0.00,19.00,19.00,19.00
2019-04-18,13,0.00,0.00,0.00,0.00,19.00,19.00,19.00
2019-04-18,14,0.00,0.00,0.00,0.00,17.60,17.60,17.60
2019-04-18,15,0.00,0.00,0.00,0.00,4.76,4.76,4.76
2019-04-18,16,0.00,0.00,0.00,0.00,20.00,20.00,20.00
2019-04-18,17,0.00,0.00,0.00,0.00,21.60,21.15,21.15
2019-04-18,18,0.00,0.00,0.00,0.00,21.60,21.60,21.60
2019-04-18,19,0.90,4.70,5.70,5.75,21.60,21.60,21.60
2019-04-18,20,3.80,5.66,5.85,14.34,40.45,21.15,21.15
2019-04-18,21,5.91,5.66,5.75,14.33,31.50,21.15,21.15
2019-04-18,22,8.24,0.00,0.00,4.70,20.09,20.09,20.09
2019-04-18,23,4.26,0.00,0.00,0.00,1.98,1.98,1.98
2019-04-18,24,1.81,0.00,0.00,0.00,1.75,1.75,1.75
2019-04-19,1,0.00,0.00,0.00,0.00,1.44,0.45,0.45
2019-04-19,2,-0.03,0.00,0.00,-0.50,1.44,0.45,0.45
2019-04-19,3,0.00,0.00,0.00,-0.13,1.44,0.45,0.45
2019-04-19,4,0.00,0.00,0.00,0.00,1.44,0.45,0.45
2019-04-19,5,3.12,0.00,0.00,0.00,1.44,0.29,0.29
2019-04-19,6,1.37,0.00,0.00,0.00,1.72,0.23,0.23
2019-04-19,7,-0.04,0.00,-0.01,-0.01,1.72,0.45,0.45
2019-04-19,8,0.00,0.00,0.00,0.00,2.32,0.45,0.45
2019-04-19,9,4.24,5.71,5.81,5.70,2.30,2.30,2.30
2019-04-19,10,7.29,5.92,5.85,5.66,14.39,4.75,4.75
2019-04-19,11,5.71,5.57,5.90,5.70,14.39,4.75,4.75
2019-04-19,12,1.80,0.00,0.00,0.00,14.39,4.75,4.75
2019-04-19,13,0.00,0.00,0.00,0.00,14.39,14.39,14.39
2019-04-19,14,0.00,0.00,0.00,0.00,14.39,0.43,0.43
2019-04-19,15,0.00,0.00,0.00,0.00,14.39,0.43,0.43
2019-04-19,16,0.00,0.00,0.00,0.00,14.39,0.43,0.43
2019-04-19,17,0.00,0.00,0.00,0.00,14.39,0.43,0.43
2019-04-19,18,0.00,0.00,0.00,0.00,21.60,0.45,0.45
2019-04-19,19,0.00,0.00,0.00,0.00,14.39,0.20,0.20
2019-04-19,20,0.00,0.00,0.00,0.00,1.90,0.20,0.20
2019-04-19,21,0.00,0.00,0.00,0.00,1.44,0.28,0.28
2019-04-19,22,-0.04,0.00,0.00,0.00,1.90,0.28,0.28
2019-04-19,23,-0.50,-0.13,-0.10,-0.13,1.43,0.28,0.28
2019-04-19,24,-3.00,-3.00,-3.00,-3.00,1.43,0.20,0.20
2019-04-20,1,-4.23,-4.20,-4.20,-3.00,1.44,0.20,0.20
2019-04-20,2,-4.29,-4.30,-4.30,-4.30,1.44,0.20,0.20
2019-04-20,3,-4.47,-4.30,-4.30,-4.30,1.44,0.20,0.20
2019-04-20,4,-4.30,-4.30,-4.30,-4.30,1.44,0.20,0.20
2019-04-20,5,-4.26,-4.20,-4.20,-4.20,1.44,0.20,0.20
2019-04-20,6,-3.10,-3.00,-3.00,-3.00,1.44,0.20,0.20
2019-04-20,7,-3.00,-2.13,-3.00,-0.10,1.72,0.23,0.23
2019-04-20,8,-1.33,-0.10,0.00,0.00,4.00,0.43,0.43
2019-04-20,9,0.00,0.00,0.00,0.00,4.00,0.45,0.45
2019-04-20,10,0.00,0.00,0.00,0.00,4.00,0.20,0.20
2019-04-20,11,0.00,0.00,0.00,0.00,4.00,0.20,0.20
2019-04-20,12,4.17,0.00,0.00,0.00,1.78,0.20,0.20
2019-04-20,13,3.69,0.00,0.00,0.00,1.22,0.20,0.20
2019-04-20,14,0.00,0.01,0.00,0.00,1.18,0.45,0.45
2019-04-20,15,8.68,0.01,0.01,0.00,2.72,2.15,2.15
2019-04-20,16,8.39,0.01,0.01,0.01,3.43,2.78,2.78
2019-04-20,17,6.11,15.01,5.84,0.01,4.00,0.57,0.57
2019-04-20,18,5.80,21.00,11.95,5.79,3.99,3.99,3.99
2019-04-20,19,12.28,12.00,11.99,5.81,7.27,7.27,6.57
2019-04-20,20,105.21,18.90,18.75,21.00,52.43,30.09,30.00
2019-04-20,21,71.48,13.39,13.38,6.71,33.88,21.71,21.67
2019-04-20,22,13.81,21.00,13.38,13.31,5.66,4.75,4.75
2019-04-20,23,10.94,12.00,12.00,5.81,2.04,0.81,0.81
2019-04-20,24,7.99,5.94,5.94,5.70,1.72,0.39,0.39
2019-04-21,1,13.33,5.66,5.81,2.00,1.32,0.28,0.28
2019-04-21,2,7.25,4.00,4.00,0.01,1.29,0.25,0.25
2019-04-21,3,9.71,6.00,5.98,0.01,1.32,0.27,0.27
2019-04-21,4,5.80,5.81,5.66,2.00,1.20,0.27,0.27
2019-04-21,5,5.21,5.00,2.00,2.00,1.19,0.27,0.27
2019-04-21,6,13.34,6.64,6.56,5.66,1.71,0.45,0.45
2019-04-21,7,13.34,7.00,7.00,5.94,1.71,0.45,0.45
2019-04-21,8,9.24,13.34,13.31,10.89,1.72,0.45,0.45
2019-04-21,9,7.99,13.33,13.33,13.34,4.59,2.28,2.28
2019-04-21,10,11.97,13.32,14.20,20.00,6.62,6.62,6.62
2019-04-21,11,5.82,10.11,13.31,22.98,3.99,2.97,2.97
2019-04-21,12,13.33,13.36,13.77,13.35,7.58,7.58,7.58
2019-04-21,13,8.45,13.33,14.14,17.11,6.42,2.86,2.86
2019-04-21,14,5.69,9.12,12.36,13.39,3.99,0.45,0.45
2019-04-21,15,5.57,5.73,6.00,13.33,3.99,0.45,0.45
2019-04-21,16,5.81,5.75,5.81,10.11,3.99,0.45,0.45
2019-04-21,17,6.00,1.00,5.00,11.14,4.62,4.62,4.62
2019-04-21,18,12.70,9.95,11.11,13.34,8.70,7.42,7.42
2019-04-21,19,13.10,13.34,13.33,13.34,8.65,8.65,6.14
2019-04-21,20,15.71,17.15,17.14,17.48,11.80,11.80,10.31
2019-04-21,21,14.78,21.36,21.35,17.13,8.92,8.92,6.24
2019-04-21,22,10.93,13.34,13.34,7.42,1.36,0.49,0.49
2019-04-21,23,7.86,9.00,9.00,6.56,1.36,0.60,0.60
2019-04-21,24,6.76,6.19,6.00,5.90,1.45,0.37,0.37
2019-04-22,1,6.65,6.00,8.00,5.82,1.44,0.26,0.26
2019-04-22,2,5.82,5.86,5.84,5.84,1.72,0.25,0.25
2019-04-22,3,11.57,13.34,6.50,5.80,1.43,0.23,0.23
2019-04-22,4,5.81,12.00,12.00,5.84,1.42,0.23,0.23
2019-04-22,5,6.48,13.35,13.34,13.39,1.71,0.45,0.45
2019-04-22,6,7.82,22.98,22.98,20.07,12.28,4.75,4.75
2019-04-22,7,9.62,13.31,13.32,13.00,7.13,7.13,7.13
2019-04-22,8,10.24,13.36,13.37,13.32,20.52,20.52,20.09
2019-04-22,9,6.66,13.36,13.37,13.33,20.09,5.01,5.01
2019-04-22,10,5.86,14.00,14.36,14.36,4.98,1.00,1.00
2019-04-22,11,5.10,14.35,14.31,14.35,4.71,1.00,1.00
2019-04-22,12,5.68,14.35,20.07,13.00,1.77,1.00,1.00
2019-04-22,13,4.52,14.34,14.37,20.07,1.37,1.00,1.00
2019-04-22,14,5.77,5.90,14.00,14.32,4.76,4.76,4.76
2019-04-22,15,5.75,13.00,13.00,13.00,4.75,4.75,4.75
2019-04-22,16,4.41,14.00,13.00,13.00,4.75,4.75,4.75
2019-04-22,17,5.77,14.35,14.36,14.32,4.49,4.49,4.49
2019-04-22,18,5.72,14.35,15.29,19.73,11.80,11.80,6.94
2019-04-22,19,10.82,16.00,17.00,20.07,14.33,14.33,14.33
2019-04-22,20,14.44,19.07,20.00,20.01,13.06,13.06,10.32
2019-04-22,21,4.41,13.37,13.37,14.36,12.41,12.41,12.41
2019-04-22,22,2.38,6.70,13.00,11.11,4.34,4.34,4.34
2019-04-22,23,1.91,5.71,5.88,5.90,1.72,1.72,1.72
2019-04-22,24,0.00,0.00,5.70,5.72,1.44,0.45,0.45
2019-04-23,1,0.00,0.00,0.00,1.00,1.41,0.20,0.20
2019-04-23,2,0.00,0.00,0.00,0.00,1.72,0.43,0.43
2019-04-23,3,0.00,0.00,0.00,0.00,1.41,0.23,0.23
2019-04-23,4,0.00,0.00,0.00,0.00,1.72,0.25,0.25
2019-04-23,5,0.00,5.70,5.84,5.84,1.72,0.34,0.34
2019-04-23,6,0.00,10.00,10.00,10.00,14.50,14.50,14.50
2019-04-23,7,0.00,0.00,0.00,5.56,14.50,14.50,14.50
2019-04-23,8,0.00,5.81,5.70,5.83,14.50,14.50,14.50
2019-04-23,9,0.00,5.57,5.66,0.00,21.60,21.60,21.60
2019-04-23,10,0.00,0.00,0.00,0.00,21.60,21.60,21.60
2019-04-23,11,0.00,0.00,0.00,0.00,21.60,21.60,21.60
2019-04-23,12,0.00,0.00,0.00,0.00,21.11,21.11,21.11
2019-04-23,13,0.00,0.00,0.00,0.00,21.11,21.11,21.11
2019-04-23,14,0.00,0.00,0.00,0.00,21.60,21.60,21.60
2019-04-23,15,0.00,0.00,0.00,0.00,21.60,21.60,21.60
2019-04-23,16,0.00,0.00,0.00,0.00,21.60,21.60,21.60
2019-04-23,17,0.00,5.66,3.00,0.00,21.60,21.60,21.60
2019-04-23,18,0.00,5.70,5.71,1.00,21.60,21.60,21.60
2019-04-23,19,0.00,0.00,5.64,4.72,21.60,21.60,21.60
2019-04-23,20,5.96,5.88,5.84,5.85,21.60,21.60,21.60
2019-04-23,21,5.91,5.73,5.81,5.73,21.60,21.60,21.60
2019-04-23,22,1.91,0.00,0.00,0.00,21.15,21.15,21.15
2019-04-23,23,3.84,5.70,0.00,0.00,16.00,16.00,16.00
2019-04-23,24,0.00,0.00,0.00,0.00,1.72,1.72,1.72
2019-04-24,1,0.00,0.00,0.00,0.00,1.31,1.31,1.31
2019-04-24,2,0.00,0.00,0.00,0.00,1.40,1.40,1.40
2019-04-24,3,0.00,0.00,0.00,0.00,1.31,1.31,1.31
2019-04-24,4,0.00,0.00,0.00,0.00,1.31,1.31,1.31
2019-04-24,5,3.38,5.81,5.92,5.92,21.15,21.15,21.15
2019-04-24,6,10.06,13.00,13.00,13.00,22.30,22.30,22.30
2019-04-24,7,80.12,13.00,5.94,5.90,68.51,68.51,59.38
2019-04-24,8,32.41,13.00,13.00,13.00,7.98,7.98,7.98
2019-04-24,9,14.35,14.35,8.00,6.00,21.60,21.60,21.26
2019-04-24,10,14.36,14.36,6.64,5.96,21.60,21.60,21.60
2019-04-24,11,11.65,13.00,13.00,5.94,21.60,21.60,21.60
2019-04-24,12,12.36,13.00,13.00,13.35,21.60,21.60,21.60
2019-04-24,13,14.35,13.35,13.35,14.34,18.00,18.00,18.00
2019-04-24,14,7.94,14.35,12.65,6.00,19.97,19.97,19.97
2019-04-24,15,5.94,,6.00,5.71,21.60,21.60,21.60
2019-04-24,16,5.13,5.66,,5.93,21.60,21.60,21.60
2019-04-24,17,9.47,5.94,5.94,,21.60,21.60,21.60
2019-04-24,18,14.35,15.00,14.31,6.01,30.10,30.10,30.00
2019-04-24,19,14.80,15.00,16.86,14.35,30.10,30.10,30.00
2019-04-24,20,27.77,25.00,25.00,35.00,30.41,30.41,30.31
2019-04-24,21,14.71,14.34,14.35,14.33,30.27,30.27,30.17
2019-04-24,22,10.95,14.00,5.92,5.92,28.19,28.19,28.19
2019-04-24,23,8.03,5.94,5.85,5.92,19.02,19.02,4.75
2019-04-24,24,5.76,6.00,5.92,5.70,17.79,17.79,5.34
2019-04-25,1,11.00,6.00,13.42,5.66,18.03,18.03,4.75
2019-04-25,2,8.75,6.56,6.50,5.70,4.75,1.00,1.00
2019-04-25,3,14.31,7.00,7.00,5.90,4.75,0.45,0.45
2019-04-25,4,14.32,7.00,7.00,4.00,9.50,9.50,9.50
2019-04-25,5,5.85,14.34,14.32,14.32,20.00,20.00,20.00
2019-04-25,6,8.78,22.23,22.23,14.99,17.44,17.44,4.75
2019-04-25,7,10.88,13.00,13.00,13.00,21.60,21.60,4.75
2019-04-25,8,5.98,13.00,13.00,13.42,23.00,23.00,4.75
2019-04-25,9,12.25,14.32,14.33,13.00,21.60,21.60,4.75
2019-04-25,10,7.39,5.81,5.92,14.29,21.60,21.60,4.75
2019-04-25,11,13.68,14.32,5.96,5.81,14.82,14.82,4.75
2019-04-25,12,6.70,5.92,5.92,5.85,18.63,18.63,4.75
2019-04-25,13,5.92,5.90,5.85,5.85,19.09,19.09,4.75
2019-04-25,14,5.77,5.74,5.75,5.73,19.14,19.14,4.75
2019-04-25,15,6.16,5.80,5.81,5.79,18.92,18.92,4.75
2019-04-25,16,10.85,5.96,6.00,5.94,19.16,19.16,4.75
2019-04-25,17,14.34,14.35,13.42,5.94,19.09,19.09,4.75
2019-04-25,18,13.64,14.35,14.36,13.42,14.96,14.96,4.75
2019-04-25,19,13.65,14.39,14.35,14.37,30.10,30.10,4.75
2019-04-25,20,10.20,14.35,14.36,14.33,30.10,30.10,4.75
2019-04-25,21,8.02,14.36,14.38,14.35,30.10,30.10,4.75
2019-04-25,22,4.36,5.85,5.94,5.90,21.60,21.60,5.32
2019-04-25,23,4.03,5.77,5.85,5.93,21.60,21.60,5.33
2019-04-25,24,0.47,0.01,0.01,0.01,21.60,21.60,13.28
2019-04-26,1,0.47,4.41,1.24,0.00,14.41,14.41,14.41
2019-04-26,2,0.00,0.00,0.00,0.00,14.41,14.41,14.41
2019-04-26,3,0.00,0.00,0.00,0.00,14.41,14.41,14.40
2019-04-26,4,0.00,0.00,0.00,0.00,14.41,14.41,14.41
2019-04-26,5,0.00,5.58,4.65,1.24,21.60,21.60,21.60
2019-04-26,6,0.10,5.85,5.81,1.24,21.60,21.60,21.60
2019-04-26,7,0.00,0.00,0.00,0.00,21.60,21.60,21.60
2019-04-26,8,0.00,0.00,0.00,0.00,21.60,21.60,21.60
2019-04-26,9,0.00,0.00,0.00,0.00,21.60,21.60,19.78
2019-04-26,10,0.00,0.00,0.00,0.00,21.60,21.60,21.15
2019-04-26,11,0.00,0.00,0.00,0.00,21.60,21.60,21.15
2019-04-26,12,0.00,0.00,0.00,0.00,21.60,21.60,21.60
2019-04-26,13,0.00,0.00,0.00,0.00,21.60,21.60,21.15
2019-04-26,14,0.00,0.00,0.00,0.00,21.60,21.60,14.25
2019-04-26,15,0.00,0.00,0.00,0.00,18.17,18.17,18.17
2019-04-26,16,0.00,0.00,0.00,0.00,18.18,18.18,18.18
2019-04-26,17,0.00,0.00,0.00,0.00,21.60,21.60,21.60
2019-04-26,18,0.00,0.00,0.00,0.00,18.17,18.17,13.74
2019-04-26,19,1.97,0.00,0.00,0.00,17.09,17.09,9.94
2019-04-26,20,3.77,1.56,0.00,0.00,16.26,16.26,13.33
2019-04-26,21,0.00,0.00,0.00,0.00,18.00,18.00,16.54
2019-04-26,22,0.00,0.00,0.00,0.00,16.77,16.77,16.77
2019-04-26,23,-0.01,0.00,0.00,0.00,21.60,21.60,21.60
2019-04-26,24,0.00,0.00,0.00,-0.10,14.45,14.45,12.12
2019-04-27,1,0.00,0.00,0.00,0.00,15.00,15.00,15.00
2019-04-27,2,0.00,0.00,0.00,0.00,15.00,15.00,15.00
2019-04-27,3,0.00,0.00,0.00,0.00,14.51,14.51,14.51
2019-04-27,4,0.00,0.00,0.00,0.00,14.51,14.51,14.51
2019-04-27,5,0.00,0.00,0.00,0.00,17.00,17.00,11.48
2019-04-27,6,0.00,0.00,0.00,0.00,21.60,21.60,9.08
2019-04-27,7,0.00,0.00,0.00,0.00,20.37,20.37,15.00
2019-04-27,8,0.00,0.00,0.00,0.00,21.61,21.61,21.61
2019-04-27,9,3.20,5.00,5.00,0.00,21.61,21.61,21.61
2019-04-27,10,6.97,7.00,7.00,7.00,21.61,21.61,21.61
2019-04-27,11,5.86,7.00,9.00,9.00,21.61,21.61,21.61
2019-04-27,12,9.30,5.83,8.00,5.88,21.85,21.85,21.85
2019-04-27,13,14.35,9.00,7.00,5.64,21.15,21.15,21.15
2019-04-27,14,14.39,9.00,9.00,7.00,19.00,19.00,19.00
2019-04-27,15,20.73,7.00,6.56,9.00,21.17,21.17,21.17
2019-04-27,16,14.37,6.64,5.81,5.66,20.47,20.47,20.47
2019-04-27,17,2.77,5.22,5.00,11.18,30.56,30.56,30.46
2019-04-27,18,6.77,2.50,2.50,14.32,47.51,47.51,47.41
2019-04-27,19,5.67,6.13,5.66,14.32,47.52,47.52,47.42
2019-04-27,20,11.57,20.13,21.00,16.77,30.00,30.00,30.00
2019-04-27,21,14.33,22.25,22.25,22.25,30.00,30.00,30.00
2019-04-27,22,20.68,14.35,20.13,15.40,29.48,29.48,29.48
2019-04-27,23,26.17,14.40,14.55,15.00,19.32,19.32,19.31
2019-04-27,24,67.91,14.38,14.36,14.36,40.30,40.30,33.17
2019-04-28,1,10.84,14.34,7.00,7.00,4.01,4.01,4.01
2019-04-28,2,3.24,10.00,7.65,5.00,4.91,4.91,4.91
2019-04-28,3,-1.88,5.70,5.70,7.00,4.34,4.34,4.34
2019-04-28,4,0.00,5.57,5.56,5.00,4.00,4.00,4.00
2019-04-28,5,4.72,5.00,5.00,5.00,3.99,3.99,3.99
2019-04-28,6,12.42,6.70,6.13,5.66,10.43,10.43,10.43
2019-04-28,7,5.69,5.79,5.81,0.00,21.60,21.60,21.60
2019-04-28,8,1.26,9.00,5.83,7.00,21.60,21.60,21.60
2019-04-28,9,0.00,5.83,6.56,5.83,21.60,21.60,20.56
2019-04-28,10,0.00,0.00,5.81,14.33,21.60,21.60,21.15
2019-04-28,11,0.00,0.00,5.78,4.58,21.60,21.60,21.15
2019-04-28,12,5.76,5.83,5.84,5.66,11.37,11.37,11.37
2019-04-28,13,2.40,6.56,6.00,5.78,12.00,12.00,12.00
2019-04-28,14,1.81,6.56,6.73,5.13,4.76,4.76,4.76
2019-04-28,15,0.00,5.81,6.73,5.79,4.76,4.76,4.76
2019-04-28,16,0.40,5.05,6.73,5.84,19.44,19.44,19.44
2019-04-28,17,5.85,5.81,5.79,5.83,17.88,17.88,17.88
2019-04-28,18,5.59,5.81,5.83,5.83,18.05,18.05,18.05
2019-04-28,19,6.22,14.36,14.34,22.68,30.00,30.00,30.00
2019-04-28,20,30.86,22.68,22.68,22.68,28.51,28.51,28.46
2019-04-28,21,44.39,22.68,22.68,22.68,36.36,36.36,36.31
2019-04-28,22,15.97,22.68,19.15,14.36,20.02,20.02,20.02
2019-04-28,23,16.85,14.37,14.39,5.66,17.64,17.64,17.64
2019-04-28,24,9.08,6.73,14.32,11.73,10.14,10.14,10.14
2019-04-29,1,2.91,1.18,5.66,6.56,21.60,21.60,21.15
2019-04-29,2,5.74,6.73,6.73,6.73,12.27,12.27,12.27
2019-04-29,3,5.77,12.87,9.00,5.66,16.86,16.86,15.85
2019-04-29,4,10.08,14.34,14.33,5.81,19.00,19.00,19.00
2019-04-29,5,8.57,14.40,14.38,14.36,15.02,15.02,15.02
2019-04-29,6,9.36,362.76,38.47,22.68,14.45,14.45,14.45
2019-04-29,7,0.64,17.16,18.00,18.00,27.00,27.00,27.00
2019-04-29,8,0.00,18.00,18.00,18.00,27.98,27.98,27.98
2019-04-29,9,0.62,6.98,18.00,14.36,18.41,18.41,18.41
2019-04-29,10,0.09,6.96,11.60,13.30,18.66,18.66,18.66
2019-04-29,11,8.00,7.62,7.68,6.28,15.26,15.26,15.26
2019-04-29,12,7.69,18.00,7.68,5.81,14.96,14.96,14.96
2019-04-29,13,10.02,18.00,18.00,11.05,15.13,15.13,15.13
2019-04-29,14,4.90,13.34,13.37,13.34,14.44,14.44,14.44
2019-04-29,15,5.78,15.00,6.12,5.83,14.41,14.41,14.41
2019-04-29,16,16.83,6.06,8.88,7.62,18.45,18.45,18.44
2019-04-29,17,14.98,13.34,13.34,6.73,16.14,16.14,5.95
2019-04-29,18,8.93,18.00,11.60,6.73,15.16,15.16,9.49
2019-04-29,19,13.42,18.95,18.00,13.33,21.30,21.30,21.30
2019-04-29,20,12.51,19.68,19.68,22.68,20.94,20.94,20.94
2019-04-29,21,15.66,22.68,19.68,22.68,16.84,16.84,16.84
2019-04-29,22,22.19,18.00,18.00,22.68,25.66,25.66,25.65
2019-04-29,23,20.02,5.56,6.56,7.61,24.74,24.74,24.72
2019-04-29,24,340.82,6.64,6.02,5.86,341.88,341.88,74.66
2019-04-30,1,8.56,16.51,6.44,5.00,26.85,26.85,4.75
2019-04-30,2,5.79,11.89,5.96,5.92,21.60,21.60,4.75
2019-04-30,3,5.75,1.00,1.00,5.86,21.60,21.60,4.75
2019-04-30,4,8.35,13.23,5.94,5.80,23.82,23.82,4.87
2019-04-30,5,13.53,20.12,20.12,22.68,27.27,27.27,0.10
2019-04-30,6,27.80,28.43,28.43,28.43,21.78,21.78,0.10
2019-04-30,7,82.24,16.13,16.13,18.00,54.19,54.19,0.10
2019-04-30,8,12.74,85.52,18.78,18.78,30.10,30.10,0.10
2019-04-30,9,12.18,18.01,39.00,13.36,30.10,30.10,0.10
2019-04-30,10,5.86,13.35,13.55,29.50,30.10,30.10,0.10
2019-04-30,11,10.27,17.98,13.38,18.00,17.31,17.31,0.10
2019-04-30,12,25.27,12.08,17.45,13.38,17.67,17.67,0.10
2019-04-30,13,18.72,13.38,5.96,5.94,18.45,18.45,0.10
2019-04-30,14,5.77,18.00,12.08,5.82,18.05,18.05,0.10
2019-04-30,15,5.87,18.00,13.37,5.83,19.81,19.81,4.75
2019-04-30,16,5.86,14.56,13.39,5.87,30.10,30.10,4.75
2019-04-30,17,5.89,18.00,18.00,17.00,30.10,30.10,4.75
2019-04-30,18,5.91,16.02,14.00,17.57,30.10,30.10,4.76
2019-04-30,19,11.14,18.57,19.06,18.33,29.29,29.29,4.75
2019-04-30,20,6.86,38.47,32.66,31.76,30.10,30.10,4.75
2019-04-30,21,0.00,26.12,30.60,29.50,30.10,30.10,4.75
2019-04-30,22,7.15,13.38,13.36,13.39,19.28,19.28,4.87
2019-04-30,23,0.00,5.81,9.71,5.94,15.62,15.62,4.66
2019-04-30,24,0.00,5.83,5.64,5.57,17.93,17.93,4.75
2019-05-01,1,0.00,0.00,5.68,5.56,14.83,14.83,0.63
2019-05-01,2,0.00,0.00,0.00,0.00,4.76,4.76,3.99
2019-05-01,3,0.00,0.00,0.00,0.00,15.00,15.00,0.58
2019-05-01,4,0.00,5.68,0.00,0.00,15.00,15.00,0.57
2019-05-01,5,0.00,5.92,5.96,5.86,15.38,15.38,0.45
2019-05-01,6,0.47,13.33,5.94,13.33,21.60,21.60,5.05
2019-05-01,7,2.30,5.84,5.94,5.88,27.88,27.88,11.84
2019-05-01,8,7.79,13.33,13.34,5.94,21.30,21.30,4.76
2019-05-01,9,10.98,5.94,6.56,5.83,21.60,21.60,4.76
2019-05-01,10,5.89,5.94,5.96,5.85,21.60,21.60,0.10
2019-05-01,11,11.04,13.39,13.34,5.88,21.60,21.60,0.10
2019-05-01,12,9.14,13.38,17.50,13.33,30.10,30.10,0.10
2019-05-01,13,5.94,13.37,13.37,13.34,30.10,30.10,0.10
2019-05-01,14,5.94,13.37,13.35,13.34,30.10,30.10,0.10
2019-05-01,15,8.28,,12.08,5.96,19.16,19.16,0.10
2019-05-01,16,19.60,13.34,,13.35,29.30,29.30,0.10
2019-05-01,17,23.00,23.01,14.29,,21.20,21.20,0.10
2019-05-01,18,25.25,23.01,23.01,18.33,20.73,20.73,0.10
2019-05-01,19,59.93,27.05,27.14,25.07,27.51,27.51,0.10
2019-05-01,20,24.93,28.87,27.00,32.01,10.52,10.52,0.10
2019-05-01,21,15.23,28.84,24.00,35.00,28.18,28.18,0.10
2019-05-01,22,11.86,21.00,18.33,13.39,29.77,29.77,0.10
2019-05-01,23,13.96,13.37,20.54,13.36,14.60,14.60,0.10
2019-05-01,24,73.92,13.34,13.33,15.00,45.99,45.99,0.10
2019-05-02,1,150.55,16.00,15.20,13.37,76.40,76.40,25.87
2019-05-02,2,13.34,16.00,13.33,13.37,20.27,20.27,4.75
2019-05-02,3,13.33,13.35,13.34,13.33,21.60,21.60,4.75
2019-05-02,4,12.16,13.33,13.32,15.00,23.21,23.21,4.75
2019-05-02,5,13.63,23.15,16.34,22.00,30.10,30.10,4.75
2019-05-02,6,25.33,26.77,25.48,26.06,19.67,19.67,1.40
2019-05-02,7,26.69,25.03,23.16,25.03,13.86,13.86,0.25
2019-05-02,8,26.45,28.13,23.15,28.06,15.43,15.43,0.10
2019-05-02,9,27.18,28.24,27.38,28.70,8.45,8.45,0.52
2019-05-02,10,27.38,26.98,26.98,28.70,8.15,8.15,0.58
2019-05-02,11,25.81,25.83,23.91,26.18,9.68,9.68,0.43
2019-05-02,12,22.59,25.83,23.62,25.56,9.99,9.99,0.45
2019-05-02,13,13.95,21.65,21.55,25.56,14.21,14.21,0.16
2019-05-02,14,15.32,19.00,19.00,25.42,13.70,13.70,0.20
2019-05-02,15,13.35,20.00,20.45,27.94,26.20,26.20,0.10
2019-05-02,16,12.79,19.92,28.77,29.23,30.10,30.10,0.10
